Tiempo (s)	Setpoint (K)	Temperatura (K)	dT/dt (K/min)	Potencia_LS (%)	Rrem1 (Ohm)	std Rrem1 (Ohm)	Rrem2 (Ohm)		std Rrem2 (Ohm)	V4W (V)	
90.366169E+0	297.726791E+0	296.840000E+0	0.000000E+0	28.000000E+0	1.045782E+6	1.045782E+6	200.710360E+3	200.710360E+3	995.198000E-3	
95.845482E+0	297.818429E+0	296.840000E+0	0.000000E+0	28.000000E+0	1.020404E+6	1.020404E+6	197.122254E+3	197.122254E+3	995.496000E-3	
101.327796E+0	297.909751E+0	296.840000E+0	217.733876E-3	29.000000E+0	1.075432E+6	1.075432E+6	199.162307E+3	199.162307E+3	994.947000E-3	
106.807109E+0	298.001123E+0	296.840000E+0	435.290101E-3	32.000000E+0	1.520834E+6	1.520834E+6	301.378576E+3	301.378576E+3	999.492000E-3	
112.293423E+0	298.092445E+0	296.840000E+0	435.290101E-3	36.000000E+0	979.462666E+3	979.462666E+3	190.479482E+3	190.479482E+3	998.905000E-3	
117.784737E+0	298.183884E+0	296.950000E+0	217.556226E-3	35.000000E+0	1.464548E+6	1.464548E+6	286.077279E+3	286.077279E+3	1.004050E+0	
123.271051E+0	298.275406E+0	296.950000E+0	0.000000E+0	36.000000E+0	1.062488E+6	1.062488E+6	199.208496E+3	199.208496E+3	1.001406E+0	
128.776366E+0	298.366844E+0	297.070000E+0	200.626919E-3	37.000000E+0	1.135661E+6	1.135661E+6	205.712170E+3	205.712170E+3	1.004708E+0	
134.258679E+0	298.458599E+0	297.070000E+0	401.034516E-3	39.000000E+0	1.344284E+6	1.344284E+6	255.665220E+3	255.665220E+3	997.674000E-3	
139.748993E+0	298.549971E+0	297.180000E+0	619.660986E-3	42.000000E+0	964.433074E+3	964.433074E+3	184.627601E+3	184.627601E+3	999.008000E-3	
145.242308E+0	298.641477E+0	297.300000E+0	637.382055E-3	41.000000E+0	1.083684E+6	1.083684E+6	199.396946E+3	199.396946E+3	1.003621E+0	
150.717621E+0	298.733032E+0	297.410000E+0	637.199648E-3	39.000000E+0	1.062534E+6	1.062534E+6	203.435037E+3	203.435037E+3	994.936000E-3	
156.200934E+0	298.824287E+0	297.530000E+0	837.798195E-3	43.000000E+0	995.066637E+3	995.066637E+3	181.209163E+3	181.209163E+3	996.002000E-3	
161.716250E+0	298.915676E+0	297.640000E+0	1.038255E+0	42.000000E+0	1.404228E+6	1.404228E+6	270.505649E+3	270.505649E+3	1.001692E+0	
167.203564E+0	299.007598E+0	297.760000E+0	1.257408E+0	43.000000E+0	992.566183E+3	992.566183E+3	188.947232E+3	188.947232E+3	998.065000E-3	
172.696878E+0	299.099053E+0	297.870000E+0	1.257944E+0	43.000000E+0	1.423400E+6	1.423400E+6	273.688688E+3	273.688688E+3	1.003796E+0	
178.187192E+0	299.190608E+0	297.990000E+0	1.257372E+0	45.000000E+0	986.200486E+3	986.200486E+3	192.398699E+3	192.398699E+3	997.384000E-3	
183.657505E+0	299.282113E+0	298.240000E+0	1.256076E+0	47.000000E+0	1.520224E+6	1.520224E+6	298.696594E+3	298.696594E+3	1.003059E+0	
189.147819E+0	299.373285E+0	298.350000E+0	1.255235E+0	40.000000E+0	1.177136E+6	1.177136E+6	230.452542E+3	230.452542E+3	1.004309E+0	
194.643133E+0	299.464790E+0	298.470000E+0	1.510731E+0	44.000000E+0	994.590829E+3	994.590829E+3	190.972278E+3	190.972278E+3	999.524000E-3	
200.133447E+0	299.556379E+0	298.700000E+0	1.749546E+0	45.000000E+0	1.164241E+6	1.164241E+6	215.569893E+3	215.569893E+3	1.004193E+0	
205.621761E+0	299.647884E+0	298.810000E+0	1.750311E+0	40.000000E+0	1.413383E+6	1.413383E+6	263.611240E+3	263.611240E+3	1.004958E+0	
211.108075E+0	299.739356E+0	298.930000E+0	1.713777E+0	39.000000E+0	976.880736E+3	976.880736E+3	184.996229E+3	184.996229E+3	997.405000E-3	
216.619390E+0	299.830795E+0	299.160000E+0	1.675871E+0	36.000000E+0	973.184843E+3	973.184843E+3	181.990380E+3	181.990380E+3	997.495000E-3	
222.111704E+0	299.922650E+0	299.390000E+0	1.675183E+0	35.000000E+0	1.036035E+6	1.036035E+6	190.709685E+3	190.709685E+3	1.002043E+0	
227.624020E+0	300.000000E+0	299.530000E+0	1.675821E+0	35.000000E+0	1.412901E+6	1.412901E+6	259.025166E+3	259.025166E+3	999.345000E-3	
233.108333E+0	300.000000E+0	299.760000E+0	1.893375E+0	37.000000E+0	995.263504E+3	995.263504E+3	194.899465E+3	194.899465E+3	997.891000E-3	
238.595647E+0	300.000000E+0	299.990000E+0	2.146884E+0	33.000000E+0	1.179178E+6	1.179178E+6	224.120618E+3	224.120618E+3	1.004011E+0	
244.134964E+0	300.000000E+0	300.110000E+0	2.181494E+0	33.000000E+0	1.091208E+6	1.091208E+6	204.553142E+3	204.553142E+3	993.632000E-3	
249.616277E+0	300.000000E+0	300.220000E+0	2.181570E+0	28.000000E+0	960.494872E+3	960.494872E+3	185.109576E+3	185.109576E+3	998.396000E-3	
255.099591E+0	300.000000E+0	300.460000E+0	2.147074E+0	28.000000E+0	1.384624E+6	1.384624E+6	255.640810E+3	255.640810E+3	1.003340E+0	
260.587905E+0	300.000000E+0	300.570000E+0	1.891801E+0	27.000000E+0	1.207557E+6	1.207557E+6	225.720895E+3	225.720895E+3	997.092000E-3	
266.087220E+0	300.000000E+0	300.690000E+0	1.690354E+0	26.000000E+0	1.010701E+6	1.010701E+6	195.931653E+3	195.931653E+3	996.703000E-3	
271.564533E+0	300.000000E+0	300.690000E+0	1.690761E+0	24.000000E+0	1.530114E+6	1.530114E+6	303.507366E+3	303.507366E+3	1.002301E+0	
277.050847E+0	300.000000E+0	300.830000E+0	1.692852E+0	22.000000E+0	1.151923E+6	1.151923E+6	222.182888E+3	222.182888E+3	1.003855E+0	
282.536160E+0	300.000000E+0	300.940000E+0	1.276107E+0	21.000000E+0	1.288726E+6	1.288726E+6	239.240393E+3	239.240393E+3	1.005387E+0	
288.032475E+0	300.000000E+0	301.180000E+0	892.778144E-3	20.000000E+0	1.440793E+6	1.440793E+6	275.457022E+3	275.457022E+3	1.004881E+0	
293.536789E+0	300.000000E+0	301.180000E+0	929.568384E-3	19.000000E+0	1.262184E+6	1.262184E+6	231.813229E+3	231.813229E+3	996.116000E-3	
299.028104E+0	300.000000E+0	301.290000E+0	1.349150E+0	19.000000E+0	1.494700E+6	1.494700E+6	275.700397E+3	275.700397E+3	1.000881E+0	
304.514418E+0	300.000000E+0	301.290000E+0	1.531156E+0	17.000000E+0	1.459696E+6	1.459696E+6	288.030063E+3	288.030063E+3	1.004110E+0	
309.999731E+0	300.000000E+0	301.410000E+0	1.275091E+0	16.000000E+0	964.668410E+3	964.668410E+3	184.308493E+3	184.308493E+3	999.464000E-3	
315.483045E+0	300.000000E+0	301.530000E+0	837.161728E-3	15.000000E+0	1.509292E+6	1.509292E+6	278.081479E+3	278.081479E+3	1.001385E+0	
320.972359E+0	300.000000E+0	301.530000E+0	618.694524E-3	15.000000E+0	1.523464E+6	1.523464E+6	281.741599E+3	281.741599E+3	1.000977E+0	
326.461673E+0	300.000000E+0	301.640000E+0	856.198037E-3	14.000000E+0	965.243507E+3	965.243507E+3	179.208783E+3	179.208783E+3	997.917000E-3	
331.989989E+0	300.000000E+0	301.640000E+0	874.924411E-3	14.000000E+0	1.041738E+6	1.041738E+6	201.200817E+3	201.200817E+3	994.183000E-3	
337.515305E+0	300.000000E+0	301.640000E+0	856.796872E-3	14.000000E+0	991.538561E+3	991.538561E+3	196.056959E+3	196.056959E+3	997.815000E-3	
343.007619E+0	300.000000E+0	301.760000E+0	619.694129E-3	13.000000E+0	1.058965E+6	1.058965E+6	209.040944E+3	209.040944E+3	994.199000E-3	
348.498933E+0	300.000000E+0	301.760000E+0	400.888256E-3	12.000000E+0	1.019264E+6	1.019264E+6	187.526488E+3	187.526488E+3	1.000469E+0	
353.999248E+0	300.000000E+0	301.760000E+0	417.512535E-3	12.000000E+0	1.349936E+6	1.349936E+6	267.790840E+3	267.790840E+3	1.001288E+0	
359.480561E+0	300.000000E+0	301.760000E+0	434.955889E-3	11.000000E+0	1.021532E+6	1.021532E+6	194.783238E+3	194.783238E+3	994.850000E-3	
364.970875E+0	300.000000E+0	301.760000E+0	434.955889E-3	11.000000E+0	1.273138E+6	1.273138E+6	248.875751E+3	248.875751E+3	995.976000E-3	
370.460189E+0	300.000000E+0	301.760000E+0	217.832690E-3	11.000000E+0	1.053636E+6	1.053636E+6	211.192133E+3	211.192133E+3	994.833000E-3	
375.945503E+0	300.000000E+0	301.760000E+0	0.000000E+0	10.000000E+0	1.058237E+6	1.058237E+6	196.010329E+3	196.010329E+3	1.001960E+0	
381.429817E+0	300.000000E+0	301.760000E+0	0.000000E+0	9.000000E+0	1.462288E+6	1.462288E+6	280.108444E+3	280.108444E+3	1.003232E+0	
386.914130E+0	300.000000E+0	301.760000E+0	0.000000E+0	9.000000E+0	1.242630E+6	1.242630E+6	246.916594E+3	246.916594E+3	1.005499E+0	
392.408445E+0	300.000000E+0	301.760000E+0	0.000000E+0	9.000000E+0	1.382957E+6	1.382957E+6	263.811076E+3	263.811076E+3	1.005645E+0	
397.904759E+0	300.000000E+0	301.760000E+0	0.000000E+0	9.000000E+0	1.195011E+6	1.195011E+6	221.150850E+3	221.150850E+3	1.004729E+0	
403.390073E+0	300.000000E+0	301.760000E+0	0.000000E+0	10.000000E+0	1.354460E+6	1.354460E+6	268.525805E+3	268.525805E+3	1.005145E+0	
408.889387E+0	300.000000E+0	301.760000E+0	0.000000E+0	10.000000E+0	967.936606E+3	967.936606E+3	180.352466E+3	180.352466E+3	997.962000E-3	
414.375701E+0	300.000000E+0	301.760000E+0	0.000000E+0	10.000000E+0	1.166470E+6	1.166470E+6	231.823400E+3	231.823400E+3	995.792000E-3	
419.866015E+0	300.000000E+0	301.760000E+0	0.000000E+0	9.000000E+0	1.269099E+6	1.269099E+6	249.916668E+3	249.916668E+3	1.005139E+0	
425.357329E+0	300.000000E+0	301.640000E+0	0.000000E+0	9.000000E+0	1.101974E+6	1.101974E+6	217.427580E+3	217.427580E+3	1.003138E+0	
430.850644E+0	300.000000E+0	301.640000E+0	0.000000E+0	9.000000E+0	993.549319E+3	993.549319E+3	191.178258E+3	191.178258E+3	997.295000E-3	
436.358959E+0	300.000000E+0	301.640000E+0	-218.646386E-3	9.000000E+0	1.368739E+6	1.368739E+6	256.566949E+3	256.566949E+3	1.005667E+0	
441.837272E+0	300.000000E+0	301.530000E+0	-437.193208E-3	9.000000E+0	954.124789E+3	954.124789E+3	182.771144E+3	182.771144E+3	999.627000E-3	
447.335587E+0	300.000000E+0	301.530000E+0	-437.193208E-3	9.000000E+0	1.212102E+6	1.212102E+6	223.248408E+3	223.248408E+3	995.269000E-3	
452.831901E+0	300.000000E+0	301.530000E+0	-418.517203E-3	9.000000E+0	1.475705E+6	1.475705E+6	287.440643E+3	287.440643E+3	1.003789E+0	
458.350216E+0	300.000000E+0	301.530000E+0	-400.213802E-3	9.000000E+0	1.312216E+6	1.312216E+6	259.660847E+3	259.660847E+3	997.455000E-3	
463.835530E+0	300.000000E+0	301.530000E+0	-400.213802E-3	9.000000E+0	1.120393E+6	1.120393E+6	215.809193E+3	215.809193E+3	1.003267E+0	
469.333845E+0	300.000000E+0	301.530000E+0	-200.243422E-3	9.000000E+0	1.296084E+6	1.296084E+6	255.430272E+3	255.430272E+3	1.005787E+0	
474.820158E+0	300.000000E+0	301.410000E+0	0.000000E+0	10.000000E+0	1.065513E+6	1.065513E+6	205.967877E+3	205.967877E+3	993.761000E-3	
480.308472E+0	300.000000E+0	301.410000E+0	0.000000E+0	9.000000E+0	1.319864E+6	1.319864E+6	240.519538E+3	240.519538E+3	1.005512E+0	
485.793786E+0	300.000000E+0	301.410000E+0	-218.507031E-3	10.000000E+0	1.336738E+6	1.336738E+6	265.482951E+3	265.482951E+3	998.089000E-3	
491.277100E+0	300.000000E+0	301.410000E+0	-436.994161E-3	10.000000E+0	996.719025E+3	996.719025E+3	183.201689E+3	183.201689E+3	1.000676E+0	
496.781415E+0	300.000000E+0	301.290000E+0	-436.994161E-3	10.000000E+0	1.337677E+6	1.337677E+6	256.113426E+3	256.113426E+3	1.001492E+0	
502.275729E+0	300.000000E+0	301.290000E+0	-218.487131E-3	9.000000E+0	983.572341E+3	983.572341E+3	183.030154E+3	183.030154E+3	1.001375E+0	
507.765043E+0	300.000000E+0	301.290000E+0	-218.805863E-3	9.000000E+0	1.386780E+6	1.386780E+6	271.620299E+3	271.620299E+3	1.005915E+0	
513.246356E+0	300.000000E+0	301.290000E+0	-437.233344E-3	9.000000E+0	972.617133E+3	972.617133E+3	181.569149E+3	181.569149E+3	997.876000E-3	
518.755672E+0	300.000000E+0	301.180000E+0	-437.233344E-3	9.000000E+0	1.104405E+6	1.104405E+6	204.855860E+3	204.855860E+3	1.003341E+0	
524.261986E+0	300.000000E+0	301.180000E+0	-218.427480E-3	11.000000E+0	1.408401E+6	1.408401E+6	268.937622E+3	268.937622E+3	1.005415E+0	
529.747300E+0	300.000000E+0	301.180000E+0	-200.535479E-3	11.000000E+0	1.467249E+6	1.467249E+6	282.509533E+3	282.509533E+3	1.004229E+0	
535.260615E+0	300.000000E+0	301.180000E+0	-400.706011E-3	9.000000E+0	992.631055E+3	992.631055E+3	194.886601E+3	194.886601E+3	997.892000E-3	
540.751929E+0	300.000000E+0	301.180000E+0	-400.706011E-3	11.000000E+0	1.355534E+6	1.355534E+6	267.488348E+3	267.488348E+3	1.006321E+0	
546.236243E+0	300.000000E+0	301.060000E+0	-200.170532E-3	11.000000E+0	983.283076E+3	983.283076E+3	183.892568E+3	183.892568E+3	997.816000E-3	
551.771560E+0	300.000000E+0	301.060000E+0	0.000000E+0	10.000000E+0	1.403144E+6	1.403144E+6	260.601503E+3	260.601503E+3	1.002841E+0	
557.251873E+0	300.000000E+0	301.060000E+0	-218.090039E-3	10.000000E+0	1.075308E+6	1.075308E+6	212.333395E+3	212.333395E+3	994.757000E-3	
562.741187E+0	300.000000E+0	301.060000E+0	-436.756344E-3	11.000000E+0	1.028558E+6	1.028558E+6	197.540780E+3	197.540780E+3	995.634000E-3	
568.266503E+0	300.000000E+0	301.060000E+0	-436.756344E-3	10.000000E+0	1.049667E+6	1.049667E+6	194.911972E+3	194.911972E+3	1.002831E+0	
573.756817E+0	300.000000E+0	301.060000E+0	-218.666305E-3	11.000000E+0	1.022739E+6	1.022739E+6	203.977506E+3	203.977506E+3	995.739000E-3	
579.238131E+0	300.000000E+0	301.060000E+0	0.000000E+0	11.000000E+0	1.457456E+6	1.457456E+6	268.860686E+3	268.860686E+3	999.086000E-3	
584.738445E+0	300.000000E+0	300.940000E+0	0.000000E+0	11.000000E+0	1.452216E+6	1.452216E+6	287.063508E+3	287.063508E+3	1.004759E+0	
590.269762E+0	300.000000E+0	300.940000E+0	0.000000E+0	12.000000E+0	1.074129E+6	1.074129E+6	212.103642E+3	212.103642E+3	993.892000E-3	
595.760076E+0	300.000000E+0	300.940000E+0	-218.746039E-3	11.000000E+0	1.114298E+6	1.114298E+6	220.836088E+3	220.836088E+3	994.500000E-3	
601.270391E+0	300.000000E+0	300.940000E+0	-437.292871E-3	13.000000E+0	990.023708E+3	990.023708E+3	195.905128E+3	195.905128E+3	998.033000E-3	
606.762705E+0	300.000000E+0	300.940000E+0	-437.292871E-3	11.000000E+0	1.078261E+6	1.078261E+6	200.990930E+3	200.990930E+3	995.095000E-3	
612.248019E+0	300.000000E+0	300.940000E+0	-218.546832E-3	14.000000E+0	1.204090E+6	1.204090E+6	240.563697E+3	240.563697E+3	994.976000E-3	
617.750333E+0	300.000000E+0	300.830000E+0	0.000000E+0	12.000000E+0	983.683599E+3	983.683599E+3	188.603730E+3	188.603730E+3	998.852000E-3	
623.237648E+0	300.000000E+0	300.830000E+0	0.000000E+0	11.000000E+0	1.293047E+6	1.293047E+6	241.078750E+3	241.078750E+3	999.797000E-3	
629.242991E+0	300.000000E+0	300.830000E+0	-200.407597E-3	13.000000E+0	1.420445E+6	1.420445E+6	266.951335E+3	266.951335E+3	1.003786E+0	
634.748306E+0	300.000000E+0	300.830000E+0	-400.632787E-3	13.000000E+0	1.020707E+6	1.020707E+6	194.987019E+3	194.987019E+3	994.648000E-3	
640.276622E+0	300.000000E+0	300.830000E+0	-400.632787E-3	13.000000E+0	1.017265E+6	1.017265E+6	200.960135E+3	200.960135E+3	996.462000E-3	
646.265965E+0	300.000000E+0	300.830000E+0	-200.225190E-3	12.000000E+0	1.196829E+6	1.196829E+6	237.620065E+3	237.620065E+3	996.815000E-3	
651.771279E+0	300.000000E+0	300.830000E+0	0.000000E+0	14.000000E+0	992.346939E+3	992.346939E+3	196.187393E+3	196.187393E+3	997.785000E-3	
657.256593E+0	300.000000E+0	300.830000E+0	0.000000E+0	14.000000E+0	1.537194E+6	1.537194E+6	285.396933E+3	285.396933E+3	1.001282E+0	
662.738907E+0	300.000000E+0	300.830000E+0	0.000000E+0	12.000000E+0	1.112698E+6	1.112698E+6	215.253786E+3	215.253786E+3	1.003587E+0	
668.221220E+0	300.000000E+0	300.830000E+0	0.000000E+0	15.000000E+0	1.365305E+6	1.365305E+6	250.178695E+3	250.178695E+3	1.004714E+0	
673.743536E+0	300.000000E+0	300.830000E+0	0.000000E+0	13.000000E+0	1.344788E+6	1.344788E+6	248.073214E+3	248.073214E+3	1.003992E+0	
679.236850E+0	300.000000E+0	300.830000E+0	0.000000E+0	13.000000E+0	1.024650E+6	1.024650E+6	189.415237E+3	189.415237E+3	1.001585E+0	
684.728164E+0	300.000000E+0	300.830000E+0	0.000000E+0	16.000000E+0	1.494761E+6	1.494761E+6	281.078475E+3	281.078475E+3	999.995000E-3	
690.220479E+0	300.000000E+0	300.830000E+0	0.000000E+0	13.000000E+0	1.468161E+6	1.468161E+6	276.340388E+3	276.340388E+3	998.937000E-3	
695.709793E+0	300.000000E+0	300.830000E+0	0.000000E+0	12.000000E+0	1.230837E+6	1.230837E+6	230.143552E+3	230.143552E+3	998.886000E-3	
701.200107E+0	300.000000E+0	300.830000E+0	0.000000E+0	14.000000E+0	1.186124E+6	1.186124E+6	220.460735E+3	220.460735E+3	997.329000E-3	
716.094958E+0	300.598495E+0	300.690000E+0	0.000000E+0	13.000000E+0	1.000000E+0	1.000000E+0	0.000000E+0	0.000000E+0	99.100000E+36	
721.365260E+0	300.598495E+0	300.690000E+0	0.000000E+0	21.000000E+0	1.470933E+6	1.470933E+6	289.130066E+3	289.130066E+3	1.004706E+0	
726.898576E+0	300.510656E+0	300.690000E+0	0.000000E+0	21.000000E+0	1.088202E+6	1.088202E+6	214.882146E+3	214.882146E+3	1.004138E+0	
732.383890E+0	300.418434E+0	300.690000E+0	0.000000E+0	21.000000E+0	1.118685E+6	1.118685E+6	209.402782E+3	209.402782E+3	994.086000E-3	
737.858203E+0	300.327013E+0	300.690000E+0	0.000000E+0	21.000000E+0	1.369625E+6	1.369625E+6	260.422600E+3	260.422600E+3	1.005017E+0	
743.360518E+0	300.235774E+0	300.690000E+0	0.000000E+0	16.000000E+0	1.524746E+6	1.524746E+6	296.139202E+3	296.139202E+3	1.001148E+0	
748.846832E+0	300.144069E+0	300.830000E+0	0.000000E+0	17.000000E+0	1.534177E+6	1.534177E+6	296.643504E+3	296.643504E+3	1.002370E+0	
754.334146E+0	300.052630E+0	300.830000E+0	0.000000E+0	15.000000E+0	1.465543E+6	1.465543E+6	271.116455E+3	271.116455E+3	999.471000E-3	
759.822460E+0	299.961175E+0	300.830000E+0	255.180445E-3	14.000000E+0	1.074827E+6	1.074827E+6	202.155126E+3	202.155126E+3	994.967000E-3	
765.309773E+0	299.869703E+0	300.830000E+0	510.058907E-3	13.000000E+0	1.331774E+6	1.331774E+6	252.237480E+3	252.237480E+3	1.004717E+0	
770.820088E+0	299.778248E+0	300.830000E+0	510.058907E-3	12.000000E+0	1.280880E+6	1.280880E+6	239.182248E+3	239.182248E+3	997.447000E-3	
776.307403E+0	299.686409E+0	300.830000E+0	254.878462E-3	11.000000E+0	1.034108E+6	1.034108E+6	206.405062E+3	206.405062E+3	995.350000E-3	
781.780715E+0	299.594954E+0	300.940000E+0	0.000000E+0	10.000000E+0	1.037511E+6	1.037511E+6	200.932552E+3	200.932552E+3	994.620000E-3	
787.269030E+0	299.503732E+0	300.940000E+0	0.000000E+0	8.000000E+0	969.166675E+3	969.166675E+3	190.660860E+3	190.660860E+3	999.143000E-3	
792.777344E+0	299.412260E+0	300.940000E+0	199.589386E-3	8.000000E+0	1.240602E+6	1.240602E+6	242.342819E+3	242.342819E+3	995.682000E-3	
798.306661E+0	299.320455E+0	300.940000E+0	399.015926E-3	8.000000E+0	1.203822E+6	1.203822E+6	233.894254E+3	233.894254E+3	999.750000E-3	
803.797975E+0	299.228300E+0	300.940000E+0	399.015926E-3	7.000000E+0	1.054589E+6	1.054589E+6	197.934154E+3	197.934154E+3	1.000046E+0	
809.282289E+0	299.136778E+0	300.940000E+0	199.426540E-3	4.000000E+0	1.040036E+6	1.040036E+6	194.328386E+3	194.328386E+3	1.000681E+0	
814.761602E+0	299.045373E+0	300.940000E+0	0.000000E+0	4.000000E+0	1.227292E+6	1.227292E+6	232.200572E+3	232.200572E+3	996.414000E-3	
820.238915E+0	298.954051E+0	300.940000E+0	0.000000E+0	3.000000E+0	1.487929E+6	1.487929E+6	289.730102E+3	289.730102E+3	1.005557E+0	
825.747230E+0	298.862762E+0	300.940000E+0	0.000000E+0	4.000000E+0	1.245273E+6	1.245273E+6	229.515641E+3	229.515641E+3	999.593000E-3	
831.230544E+0	298.770957E+0	300.940000E+0	0.000000E+0	3.000000E+0	1.069435E+6	1.069435E+6	212.362339E+3	212.362339E+3	995.355000E-3	
836.710857E+0	298.679568E+0	300.940000E+0	0.000000E+0	2.000000E+0	1.105235E+6	1.105235E+6	218.736914E+3	218.736914E+3	997.707000E-3	
842.185171E+0	298.588230E+0	300.940000E+0	0.000000E+0	2.000000E+0	1.011395E+6	1.011395E+6	194.702251E+3	194.702251E+3	999.511000E-3	
847.670484E+0	298.496991E+0	300.940000E+0	0.000000E+0	2.000000E+0	1.134490E+6	1.134490E+6	221.132804E+3	221.132804E+3	999.486000E-3	
853.174799E+0	298.405569E+0	300.830000E+0	0.000000E+0	1.000000E+0	1.005879E+6	1.005879E+6	194.370838E+3	194.370838E+3	1.001383E+0	
858.702115E+0	298.313831E+0	300.830000E+0	0.000000E+0	1.000000E+0	1.397430E+6	1.397430E+6	261.719206E+3	261.719206E+3	1.005395E+0	
864.186429E+0	298.221709E+0	300.830000E+0	-200.755081E-3	1.000000E+0	1.006438E+6	1.006438E+6	200.349998E+3	200.349998E+3	1.000691E+0	
869.694744E+0	298.130304E+0	300.830000E+0	-400.780010E-3	1.000000E+0	957.461571E+3	957.461571E+3	188.279603E+3	188.279603E+3	999.092000E-3	
875.197059E+0	298.038498E+0	300.690000E+0	-400.780010E-3	1.000000E+0	1.085006E+6	1.085006E+6	198.418985E+3	198.418985E+3	999.898000E-3	
880.690373E+0	297.946793E+0	300.690000E+0	-200.024929E-3	1.000000E+0	1.377019E+6	1.377019E+6	263.430557E+3	263.430557E+3	1.000886E+0	
886.206688E+0	297.855238E+0	300.690000E+0	-254.924869E-3	1.000000E+0	1.331217E+6	1.331217E+6	247.867861E+3	247.867861E+3	998.972000E-3	
891.695002E+0	297.763299E+0	300.570000E+0	-510.384705E-3	1.000000E+0	1.166473E+6	1.166473E+6	228.946604E+3	228.946604E+3	1.004030E+0	
897.179316E+0	297.671827E+0	300.570000E+0	-510.384705E-3	1.000000E+0	1.240450E+6	1.240450E+6	245.206113E+3	245.206113E+3	1.006563E+0	
902.671630E+0	297.580422E+0	300.570000E+0	-473.927089E-3	1.000000E+0	1.339267E+6	1.339267E+6	257.035290E+3	257.035290E+3	1.002267E+0	
908.187946E+0	297.488884E+0	300.460000E+0	-436.934506E-3	1.000000E+0	928.835806E+3	928.835806E+3	173.670198E+3	173.670198E+3	997.774000E-3	
913.667259E+0	297.396945E+0	300.460000E+0	-436.934506E-3	1.000000E+0	1.686270E+6	1.686270E+6	328.517484E+3	328.517484E+3	1.002538E+0	
919.150573E+0	297.305623E+0	300.460000E+0	-418.929629E-3	1.000000E+0	1.000347E+6	1.000347E+6	198.139969E+3	198.139969E+3	991.994000E-3	
924.651887E+0	297.214235E+0	300.460000E+0	-400.505500E-3	1.000000E+0	931.904740E+3	931.904740E+3	179.547421E+3	179.547421E+3	1.001751E+0	
930.132201E+0	297.122546E+0	300.340000E+0	-400.505500E-3	1.000000E+0	1.178026E+6	1.178026E+6	222.165244E+3	222.165244E+3	1.006187E+0	
935.617515E+0	297.031207E+0	300.340000E+0	-200.043124E-3	1.000000E+0	1.776240E+6	1.776240E+6	344.863620E+3	344.863620E+3	1.002865E+0	
941.100828E+0	296.939785E+0	300.340000E+0	-218.248706E-3	1.000000E+0	1.123563E+6	1.123563E+6	224.387285E+3	224.387285E+3	995.724000E-3	
946.602143E+0	296.848397E+0	300.220000E+0	-436.994736E-3	1.000000E+0	1.356782E+6	1.356782E+6	265.787308E+3	265.787308E+3	1.005728E+0	
952.087457E+0	296.756708E+0	300.220000E+0	-436.994736E-3	1.000000E+0	909.885627E+3	909.885627E+3	166.502149E+3	166.502149E+3	999.200000E-3	
957.576770E+0	296.665286E+0	300.110000E+0	-436.519426E-3	1.000000E+0	1.072031E+6	1.072031E+6	213.110332E+3	213.110332E+3	999.433000E-3	
