Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rinst 2 (Ohm)	Rrem 1 (Ohm)	Rrem 2 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	Vp 4W (V)	Vb 4W (V)	N
6.448319E+0	2.656200E+2	1.175000E+3	1.174595E+0	5.348000E-4	2.196326E+6	5.617726E+5	2.058183E+6	5.287357E+5	4.860500E-4	1.000380E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.004360E-1	2.569920E-1	1.680000E+2
6.486871E+0	2.656200E+2	1.200000E+3	1.200407E+0	5.432100E-4	2.209840E+6	6.520959E+5	2.299032E+6	6.914110E+5	4.350900E-4	1.000286E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.542250E-1	3.008260E-1	1.690000E+2
6.525307E+0	2.656200E+2	1.225000E+3	1.224587E+0	5.675700E-4	2.157596E+6	5.529838E+5	2.220034E+6	6.403206E+5	4.504400E-4	9.999920E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.138570E-1	2.884260E-1	1.700000E+2
6.563809E+0	2.656200E+2	1.250000E+3	1.249596E+0	5.781800E-4	2.161258E+6	5.673614E+5	2.157677E+6	5.604551E+5	4.636000E-4	1.000299E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.280370E-1	2.598270E-1	1.710000E+2
6.602161E+0	2.656200E+2	1.275000E+3	1.274840E+0	5.646700E-4	2.257673E+6	6.734783E+5	2.264010E+6	6.751375E+5	4.418700E-4	1.000398E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.802930E-1	2.983230E-1	1.720000E+2
6.640747E+0	2.656200E+2	1.300000E+3	1.299910E+0	6.134000E-4	2.119188E+6	5.440333E+5	2.118488E+6	5.713599E+5	4.722400E-4	1.000435E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.337100E-1	2.698190E-1	1.730000E+2
6.678782E+0	2.656200E+2	1.325000E+3	1.324446E+0	5.888600E-4	2.249170E+6	6.190402E+5	2.158059E+6	5.858102E+5	4.633600E-4	9.999580E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.645280E-1	2.714410E-1	1.740000E+2
6.717201E+0	2.656200E+2	1.350000E+3	1.349199E+0	5.869100E-4	2.298818E+6	6.489581E+5	2.165573E+6	5.513110E+5	4.618500E-4	1.000170E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.808800E-1	2.546230E-1	1.750000E+2
6.755686E+0	2.656200E+2	1.375000E+3	1.375009E+0	6.268700E-4	2.193452E+6	6.183690E+5	2.270129E+6	6.938120E+5	4.405300E-4	1.000060E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.876370E-1	3.056450E-1	1.760000E+2
6.794089E+0	2.656200E+2	1.400000E+3	1.400116E+0	6.531300E-4	2.143702E+6	5.958385E+5	2.257307E+6	6.746309E+5	4.429800E-4	9.999420E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.891600E-1	2.988480E-1	1.770000E+2
6.832641E+0	2.657200E+2	1.425000E+3	1.424722E+0	6.320800E-4	2.254022E+6	6.330496E+5	2.226114E+6	6.124535E+5	4.491100E-4	9.997700E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.001380E-1	2.750590E-1	1.780000E+2
6.871276E+0	2.657200E+2	1.450000E+3	1.449918E+0	6.808000E-4	2.129727E+6	5.519962E+5	2.216224E+6	5.870424E+5	4.512400E-4	1.000049E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.757990E-1	2.648970E-1	1.790000E+2
6.909679E+0	2.657200E+2	1.475000E+3	1.474913E+0	6.715600E-4	2.196249E+6	6.343767E+5	2.316352E+6	6.985780E+5	4.318000E-4	1.000201E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.260220E-1	3.016460E-1	1.800000E+2
6.948297E+0	2.658000E+2	1.500000E+3	1.500050E+0	6.869700E-4	2.183574E+6	5.958441E+5	2.235666E+6	6.164889E+5	4.471500E-4	9.996780E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.093270E-1	2.756630E-1	1.810000E+2
6.986650E+0	2.658000E+2	1.500000E+3	1.500085E+0	6.788700E-4	2.209679E+6	6.525020E+5	2.297362E+6	6.972246E+5	4.352500E-4	9.999270E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.429640E-1	3.034670E-1	1.820000E+2
7.025152E+0	2.658000E+2	1.475000E+3	1.474687E+0	6.918500E-4	2.131513E+6	5.546751E+5	2.131531E+6	5.703091E+5	4.691000E-4	9.999010E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.837520E-1	2.675320E-1	1.830000E+2
7.063887E+0	2.658000E+2	1.450000E+3	1.450115E+0	6.429300E-4	2.255479E+6	6.669171E+5	2.061108E+6	5.251546E+5	4.852400E-4	1.000132E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.287810E-1	2.548260E-1	1.840000E+2
7.102356E+0	2.658000E+2	1.425000E+3	1.424634E+0	6.315100E-4	2.255917E+6	6.687590E+5	2.280411E+6	6.588261E+5	4.383600E-4	9.996410E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.223280E-1	2.888030E-1	1.850000E+2
7.140692E+0	2.658000E+2	1.400000E+3	1.400338E+0	6.344700E-4	2.207099E+6	6.554415E+5	2.212684E+6	6.043193E+5	4.519200E-4	9.999560E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.158580E-1	2.731040E-1	1.860000E+2
7.179144E+0	2.658000E+2	1.375000E+3	1.375138E+0	5.932800E-4	2.317857E+6	6.876129E+5	2.271581E+6	6.948716E+5	4.401000E-4	9.997230E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.079470E-1	3.058130E-1	1.870000E+2
7.217529E+0	2.658000E+2	1.350000E+3	1.350049E+0	6.288800E-4	2.146751E+6	5.516442E+5	2.175610E+6	6.340839E+5	4.596600E-4	1.000041E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.469180E-1	2.914630E-1	1.880000E+2
7.255932E+0	2.658000E+2	1.325000E+3	1.325219E+0	6.019300E-4	2.201616E+6	5.953483E+5	2.148127E+6	5.742946E+5	4.653500E-4	9.996310E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.583580E-1	2.672480E-1	1.890000E+2
7.295334E+0	2.658000E+2	1.300000E+3	1.299893E+0	5.946300E-4	2.186054E+6	5.815684E+5	2.078959E+6	5.242606E+5	4.811500E-4	1.000291E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.458180E-1	2.522480E-1	1.900000E+2
7.334086E+0	2.657200E+2	1.275000E+3	1.274506E+0	5.550700E-4	2.296118E+6	6.557389E+5	2.299897E+6	6.817381E+5	4.348400E-4	1.000087E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.639810E-1	2.964470E-1	1.910000E+2
7.372788E+0	2.657200E+2	1.250000E+3	1.250433E+0	5.674500E-4	2.203600E+6	6.569513E+5	2.230265E+6	6.670027E+5	4.483700E-4	9.999840E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.727870E-1	2.990640E-1	1.920000E+2
7.411191E+0	2.657200E+2	1.225000E+3	1.224988E+0	5.838200E-4	2.098229E+6	5.447330E+5	2.301024E+6	6.886031E+5	4.345900E-4	1.000002E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.180260E-1	2.992600E-1	1.930000E+2
7.449693E+0	2.657200E+2	1.200000E+3	1.200332E+0	5.585600E-4	2.148976E+6	5.613846E+5	2.206395E+6	5.728549E+5	4.530100E-4	9.995190E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.135670E-1	2.595090E-1	1.940000E+2
7.488295E+0	2.657200E+2	1.175000E+3	1.174805E+0	5.108300E-4	2.299796E+6	6.902512E+5	2.083198E+6	5.373128E+5	4.801300E-4	1.000206E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.526010E-1	2.579800E-1	1.950000E+2
7.526697E+0	2.657200E+2	1.150000E+3	1.150031E+0	5.099300E-4	2.255272E+6	6.389759E+5	2.091943E+6	5.254251E+5	4.780700E-4	1.000095E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.258330E-1	2.511900E-1	1.960000E+2
7.565199E+0	2.657200E+2	1.125000E+3	1.125194E+0	5.335000E-4	2.109080E+6	5.689485E+5	2.280593E+6	6.960770E+5	4.384400E-4	9.999030E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.035340E-1	3.051880E-1	1.970000E+2
7.604252E+0	2.657200E+2	1.100000E+3	1.100538E+0	4.960600E-4	2.218558E+6	6.719389E+5	2.224039E+6	6.661122E+5	4.497200E-4	1.000195E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.333220E-1	2.995640E-1	1.980000E+2
7.642770E+0	2.656200E+2	1.075000E+3	1.074900E+0	4.892100E-4	2.197216E+6	5.700517E+5	2.210670E+6	6.036746E+5	4.523000E-4	9.998860E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.788750E-1	2.730420E-1	1.990000E+2
7.681223E+0	2.656200E+2	1.050000E+3	1.050135E+0	4.852200E-4	2.164245E+6	6.134619E+5	2.258889E+6	6.876858E+5	4.426600E-4	9.999200E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.976640E-1	3.044110E-1	2.000000E+2
7.719658E+0	2.656200E+2	1.025000E+3	1.025218E+0	4.932200E-4	2.078622E+6	5.288695E+5	2.217851E+6	6.459692E+5	4.507800E-4	9.997630E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.608490E-1	2.911900E-1	2.010000E+2
7.758027E+0	2.656200E+2	1.000000E+3	1.000240E+0	4.752000E-4	2.104882E+6	5.312016E+5	2.193704E+6	6.241968E+5	4.559700E-4	1.000263E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.524270E-1	2.846150E-1	2.020000E+2
7.797229E+0	2.656200E+2	9.750000E+2	9.749490E-1	4.274700E-4	2.280743E+6	6.498093E+5	2.260194E+6	6.397767E+5	4.425200E-4	1.000181E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.777740E-1	2.831140E-1	2.030000E+2
7.835648E+0	2.656200E+2	9.500000E+2	9.500900E-1	4.490500E-4	2.115778E+6	5.685046E+5	2.295030E+6	7.033607E+5	4.356200E-4	9.997610E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.552870E-1	3.063980E-1	2.040000E+2
7.874350E+0	2.656200E+2	9.250000E+2	9.244660E-1	4.279400E-4	2.160270E+6	5.568514E+5	2.290112E+6	7.020306E+5	4.368100E-4	1.000344E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.382990E-1	3.066540E-1	2.050000E+2
7.912769E+0	2.656200E+2	9.000000E+2	8.999670E-1	4.331100E-4	2.077918E+6	5.302510E+5	2.174902E+6	6.329687E+5	4.598000E-4	1.000020E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.296570E-1	2.910390E-1	2.060000E+2
7.951221E+0	2.656200E+2	8.750000E+2	8.751090E-1	4.022700E-4	2.175427E+6	5.908942E+5	2.099996E+6	5.321230E+5	4.761700E-4	9.999550E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.376990E-1	2.533810E-1	2.070000E+2
7.989790E+0	2.656200E+2	8.500000E+2	8.501290E-1	3.738200E-4	2.274167E+6	6.905275E+5	2.158982E+6	6.262800E+5	4.632800E-4	1.000213E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.581330E-1	2.901430E-1	2.080000E+2
8.028259E+0	2.656200E+2	8.250000E+2	8.248180E-1	3.712000E-4	2.222031E+6	5.908540E+5	2.134531E+6	5.391818E+5	4.683300E-4	9.996650E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.193250E-1	2.525150E-1	2.090000E+2
8.067595E+0	2.656200E+2	8.000000E+2	7.998210E-1	3.645200E-4	2.194176E+6	5.534347E+5	2.076265E+6	5.358681E+5	4.815700E-4	9.998670E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.017380E-1	2.580580E-1	2.100000E+2
8.106430E+0	2.656200E+2	7.750000E+2	7.753050E-1	3.391800E-4	2.285822E+6	6.516451E+5	2.266482E+6	6.578462E+5	4.411700E-4	9.999040E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.210250E-1	2.902220E-1	2.110000E+2
8.144716E+0	2.656200E+2	7.500000E+2	7.499660E-1	3.231100E-4	2.321086E+6	7.331714E+5	2.140964E+6	5.542797E+5	4.672100E-4	1.000280E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.368950E-1	2.589650E-1	2.120000E+2
8.184185E+0	2.656200E+2	7.250000E+2	7.249240E-1	3.069400E-4	2.361778E+6	7.449599E+5	2.282572E+6	6.962153E+5	4.380800E-4	9.999490E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.286580E-1	3.049980E-1	2.130000E+2
8.223037E+0	2.656200E+2	7.000000E+2	7.001890E-1	3.454900E-4	2.026655E+6	5.094619E+5	2.119276E+6	5.372443E+5	4.716700E-4	9.995990E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.760140E-1	2.534020E-1	2.140000E+2
8.261923E+0	2.656200E+2	6.750000E+2	6.749830E-1	2.939200E-4	2.296485E+6	7.385071E+5	2.279182E+6	6.989198E+5	4.388000E-4	1.000105E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.170620E-1	3.066860E-1	2.150000E+2
8.300641E+0	2.655200E+2	6.500000E+2	6.502530E-1	2.921800E-4	2.225522E+6	6.971011E+5	2.174146E+6	6.240412E+5	4.599600E-4	1.000020E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.036790E-1	2.870340E-1	2.160000E+2
8.339377E+0	2.655200E+2	6.250000E+2	6.247050E-1	2.785100E-4	2.243025E+6	6.908621E+5	2.222601E+6	6.298879E+5	4.496800E-4	9.994590E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.924120E-1	2.832480E-1	2.170000E+2
8.377813E+0	2.655200E+2	6.000000E+2	5.998540E-1	2.609600E-4	2.298643E+6	6.792152E+5	2.056001E+6	5.173380E+5	4.865600E-4	1.000368E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.772480E-1	2.517160E-1	2.180000E+2
8.416148E+0	2.655200E+2	5.750000E+2	5.748400E-1	2.466100E-4	2.330968E+6	6.812051E+5	2.103041E+6	5.328937E+5	4.754400E-4	9.998700E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.679920E-1	2.533590E-1	2.190000E+2
8.454917E+0	2.655200E+2	5.500000E+2	5.500810E-1	2.329500E-4	2.361369E+6	7.750977E+5	2.185318E+6	5.698042E+5	4.575800E-4	9.999580E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.805590E-1	2.607310E-1	2.200000E+2
8.493369E+0	2.655200E+2	5.250000E+2	5.247330E-1	2.524700E-4	2.078397E+6	5.700321E+5	2.280158E+6	6.938443E+5	4.386200E-4	1.000123E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.439160E-1	3.043340E-1	2.210000E+2
8.531855E+0	2.655200E+2	5.000000E+2	5.001910E-1	2.407900E-4	2.077291E+6	5.062212E+5	2.166004E+6	6.029374E+5	4.616400E-4	9.999140E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.218930E-1	2.783400E-1	2.220000E+2
8.570257E+0	2.655200E+2	4.750000E+2	4.748730E-1	2.159900E-4	2.198588E+6	5.715913E+5	2.132061E+6	5.397139E+5	4.690800E-4	1.000107E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.234580E-1	2.531690E-1	2.230000E+2
8.608709E+0	2.655200E+2	4.500000E+2	4.500920E-1	1.923000E-4	2.340572E+6	8.132657E+5	2.197724E+6	5.980927E+5	4.550900E-4	1.000162E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.563910E-1	2.721860E-1	2.240000E+2
8.647278E+0	2.655200E+2	4.250000E+2	4.248990E-1	1.960000E-4	2.167852E+6	5.610561E+5	2.103956E+6	5.390948E+5	4.752300E-4	9.998630E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.099670E-1	2.561940E-1	2.250000E+2
8.685713E+0	2.654200E+2	4.000000E+2	3.999440E-1	1.580900E-4	2.529850E+6	8.342400E+5	2.178212E+6	5.743760E+5	4.591000E-4	1.000017E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.318850E-1	2.636960E-1	2.260000E+2
8.724232E+0	2.654200E+2	3.750000E+2	3.752960E-1	1.995600E-4	1.880617E+6	4.382792E+5	2.215594E+6	6.298464E+5	4.512100E-4	9.996980E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	8.746300E-2	2.841930E-1	2.270000E+2
8.763185E+0	2.654200E+2	3.500000E+2	3.497960E-1	1.242100E-4	2.816166E+6	1.037388E+6	2.294254E+6	7.055369E+5	4.358000E-4	9.998360E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.288540E-1	3.074730E-1	2.280000E+2
8.801770E+0	2.654200E+2	3.250000E+2	3.247680E-1	1.439200E-4	2.256587E+6	5.636117E+5	2.234115E+6	6.106797E+5	4.475800E-4	9.999450E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	8.111500E-2	2.733280E-1	2.290000E+2
8.840206E+0	2.654200E+2	3.000000E+2	2.996960E-1	1.196800E-4	2.504144E+6	8.744652E+5	2.233289E+6	6.700898E+5	4.478400E-4	1.000156E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.046560E-1	3.000930E-1	2.300000E+2
8.878641E+0	2.654200E+2	2.750000E+2	2.751270E-1	1.324500E-4	2.077214E+6	4.256474E+5	2.131477E+6	5.767858E+5	4.691100E-4	9.998970E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	5.637700E-2	2.705760E-1	2.310000E+2
8.917177E+0	2.654200E+2	2.500000E+2	2.503020E-1	1.163600E-4	2.151100E+6	5.768047E+5	2.325974E+6	6.904891E+5	4.299300E-4	1.000006E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	6.711700E-2	2.968620E-1	2.320000E+2
8.955646E+0	2.654200E+2	2.250000E+2	2.246200E-1	1.114300E-4	2.015795E+6	5.048999E+5	2.225208E+6	6.424725E+5	4.494200E-4	1.000053E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	5.626100E-2	2.887400E-1	2.330000E+2
8.994081E+0	2.654200E+2	2.000000E+2	1.999170E-1	1.088500E-4	1.836628E+6	3.049426E+5	2.110899E+6	5.318998E+5	4.736400E-4	9.998060E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.319300E-2	2.519290E-1	2.340000E+2
9.032717E+0	2.654200E+2	1.750000E+2	1.750920E-1	1.001900E-4	1.747600E+6	3.465615E+5	2.101454E+6	5.423014E+5	4.758000E-4	9.998720E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.472200E-2	2.580270E-1	2.350000E+2
9.071219E+0	2.654200E+2	1.500000E+2	1.501067E-1	5.495000E-5	2.731696E+6	1.017532E+6	2.271395E+6	6.530791E+5	4.400600E-4	9.995500E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	5.591340E-2	2.873940E-1	2.360000E+2
9.109604E+0	2.654200E+2	1.250000E+2	1.246862E-1	4.932000E-5	2.528106E+6	1.056018E+6	2.279941E+6	6.550535E+5	4.386100E-4	1.000005E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	5.208280E-2	2.873130E-1	2.370000E+2
9.148040E+0	2.654200E+2	1.000000E+2	1.000963E-1	5.679000E-5	1.762569E+6	3.998732E+5	2.204959E+6	6.650807E+5	4.535600E-4	1.000081E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.270880E-2	3.016540E-1	2.380000E+2
9.186542E+0	2.654200E+2	7.500000E+1	7.504320E-2	4.747000E-5	1.580855E+6	-1.408469E+4	2.133541E+6	5.418628E+5	4.685300E-4	9.996280E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-6.686000E-4	2.538790E-1	2.390000E+2
9.225061E+0	2.654200E+2	5.000000E+1	4.946760E-2	-8.400000E-6	-5.889000E+6	-5.519619E+6	2.275432E+6	6.941321E+5	4.395100E-4	1.000075E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.636480E-2	3.050780E-1	2.400000E+2
9.263730E+0	2.654200E+2	2.500000E+1	2.451900E-2	-1.726000E-5	-1.420568E+6	-2.263940E+6	2.326227E+6	7.068702E+5	4.298300E-4	9.998820E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.907560E-2	3.038340E-1	2.410000E+2
9.302182E+0	2.654200E+2	-2.500000E+1	-2.486170E-2	1.204000E-5	-2.064925E+6	-2.402658E+6	2.316717E+6	7.108523E+5	4.314300E-4	9.995010E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.892800E-2	3.066830E-1	2.420000E+2
