Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rinst 2 (Ohm)	Rrem 1 (Ohm)	Rrem 2 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	Vp 4W (V)	Vb 4W (V)	N
1.944078E+0	2.656200E+2	-1.250000E+3	-1.250152E+0	-5.632400E-4	2.219572E+6	6.096478E+5	2.300154E+6	6.745169E+5	4.346800E-4	9.998310E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.433780E-1	2.931990E-1	5.100000E+1
1.982447E+0	2.656200E+2	-1.275000E+3	-1.274872E+0	-5.914500E-4	2.155503E+6	5.612579E+5	2.207049E+6	6.579216E+5	4.531300E-4	1.000080E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.319560E-1	2.981240E-1	5.200000E+1
2.020999E+0	2.656200E+2	-1.300000E+3	-1.300573E+0	-6.077500E-4	2.139980E+6	5.825553E+5	2.242599E+6	6.399529E+5	4.459000E-4	9.999750E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.540480E-1	2.853550E-1	5.300000E+1
2.058984E+0	2.657200E+2	-1.325000E+3	-1.325097E+0	-6.014600E-4	2.203134E+6	5.806504E+5	2.306566E+6	6.810391E+5	4.336300E-4	1.000196E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.492380E-1	2.953190E-1	5.400000E+1
2.097003E+0	2.657200E+2	-1.350000E+3	-1.349882E+0	-6.005400E-4	2.247780E+6	6.392563E+5	2.233723E+6	6.804574E+5	4.477900E-4	1.000239E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.838990E-1	3.047020E-1	5.500000E+1
2.135689E+0	2.656200E+2	-1.375000E+3	-1.375186E+0	-6.125700E-4	2.244945E+6	6.450740E+5	2.199914E+6	6.498867E+5	4.544700E-4	9.997950E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.951530E-1	2.953540E-1	5.600000E+1
2.173658E+0	2.656200E+2	-1.400000E+3	-1.400350E+0	-6.305200E-4	2.220945E+6	6.407299E+5	2.192793E+6	6.366184E+5	4.561100E-4	1.000155E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-4.039930E-1	2.903680E-1	5.700000E+1
2.212177E+0	2.657200E+2	-1.425000E+3	-1.424922E+0	-6.765600E-4	2.106128E+6	5.365629E+5	2.297424E+6	6.751005E+5	4.352300E-4	9.999080E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.630170E-1	2.938240E-1	5.800000E+1
2.250729E+0	2.657200E+2	-1.450000E+3	-1.450069E+0	-6.841300E-4	2.119581E+6	5.398842E+5	2.199043E+6	5.592649E+5	4.546200E-4	9.997290E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.693510E-1	2.542530E-1	5.900000E+1
2.289148E+0	2.657200E+2	-1.475000E+3	-1.474654E+0	-6.681700E-4	2.207004E+6	5.774578E+5	2.297447E+6	6.998920E+5	4.352500E-4	9.999640E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.858400E-1	3.046280E-1	6.000000E+1
2.327700E+0	2.656200E+2	-1.500000E+3	-1.500331E+0	-7.042000E-4	2.130547E+6	5.381994E+5	2.265231E+6	6.476070E+5	4.414900E-4	1.000077E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.790000E-1	2.859120E-1	6.100000E+1
2.366285E+0	2.656200E+2	-1.500000E+3	-1.499702E+0	-6.820300E-4	2.198880E+6	6.338577E+5	2.269802E+6	6.005633E+5	4.402300E-4	9.992350E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-4.323100E-1	2.643860E-1	6.200000E+1
2.405188E+0	2.656200E+2	-1.475000E+3	-1.475023E+0	-6.815700E-4	2.164155E+6	5.994762E+5	2.120689E+6	5.350217E+5	4.714500E-4	9.997990E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-4.085850E-1	2.522360E-1	6.300000E+1
2.443690E+0	2.656200E+2	-1.450000E+3	-1.450167E+0	-6.741500E-4	2.151104E+6	5.648075E+5	2.280340E+6	6.962953E+5	4.383600E-4	9.996100E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.807650E-1	3.052280E-1	6.400000E+1
2.482159E+0	2.657200E+2	-1.425000E+3	-1.425000E+0	-6.542600E-4	2.178033E+6	6.015361E+5	2.108273E+6	5.317191E+5	4.743200E-4	9.999960E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.935610E-1	2.522050E-1	6.500000E+1
2.520578E+0	2.657200E+2	-1.400000E+3	-1.400165E+0	-6.452400E-4	2.169991E+6	5.607805E+5	2.321249E+6	6.997631E+5	4.305700E-4	9.994600E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.618380E-1	3.012970E-1	6.600000E+1
2.559046E+0	2.656200E+2	-1.375000E+3	-1.374822E+0	-6.188200E-4	2.221683E+6	6.411881E+5	2.089326E+6	5.415460E+5	4.786500E-4	1.000056E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.967800E-1	2.592110E-1	6.700000E+1
2.597565E+0	2.656200E+2	-1.350000E+3	-1.349657E+0	-5.950400E-4	2.268179E+6	6.429601E+5	2.279811E+6	6.972272E+5	4.385500E-4	9.998110E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.825870E-1	3.057690E-1	6.800000E+1
2.635967E+0	2.656200E+2	-1.325000E+3	-1.325144E+0	-6.116500E-4	2.166507E+6	6.106482E+5	2.112636E+6	5.414779E+5	4.732400E-4	9.997840E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.735030E-1	2.562490E-1	6.900000E+1
2.674386E+0	2.656200E+2	-1.300000E+3	-1.300281E+0	-6.228400E-4	2.087665E+6	5.191285E+5	2.268913E+6	6.422544E+5	4.406400E-4	9.997740E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.233340E-1	2.830030E-1	7.000000E+1
2.712922E+0	2.656200E+2	-1.275000E+3	-1.275393E+0	-5.701900E-4	2.236786E+6	6.445957E+5	2.113669E+6	5.559008E+5	4.734100E-4	1.000632E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.675420E-1	2.631690E-1	7.100000E+1
2.751474E+0	2.656200E+2	-1.250000E+3	-1.250623E+0	-5.803300E-4	2.155020E+6	5.688453E+5	2.187685E+6	6.125662E+5	4.569400E-4	9.996410E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.301180E-1	2.799060E-1	7.200000E+1
2.789660E+0	2.656200E+2	-1.225000E+3	-1.225279E+0	-5.850600E-4	2.094279E+6	5.167265E+5	2.193497E+6	6.319857E+5	4.561100E-4	1.000476E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.023160E-1	2.882550E-1	7.300000E+1
2.827678E+0	2.656200E+2	-1.200000E+3	-1.200114E+0	-5.336300E-4	2.248963E+6	6.169387E+5	2.269869E+6	6.944240E+5	4.406400E-4	1.000195E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.292170E-1	3.059910E-1	7.400000E+1
2.865914E+0	2.656200E+2	-1.175000E+3	-1.174803E+0	-5.393600E-4	2.178143E+6	5.402088E+5	2.274043E+6	6.524589E+5	4.396200E-4	9.997150E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.913670E-1	2.868340E-1	7.500000E+1
2.904216E+0	2.656200E+2	-1.150000E+3	-1.150382E+0	-5.561500E-4	2.068474E+6	5.113315E+5	2.283721E+6	6.641986E+5	4.378600E-4	9.999500E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.843770E-1	2.908260E-1	7.600000E+1
2.942585E+0	2.656200E+2	-1.125000E+3	-1.124935E+0	-5.176500E-4	2.173158E+6	5.666222E+5	2.308695E+6	7.021081E+5	4.331000E-4	9.998960E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.933120E-1	3.040830E-1	7.700000E+1
2.980921E+0	2.656200E+2	-1.100000E+3	-1.100155E+0	-5.060800E-4	2.173876E+6	5.691116E+5	2.210279E+6	6.683308E+5	4.524900E-4	1.000129E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.880160E-1	3.024130E-1	7.800000E+1
3.019239E+0	2.656200E+2	-1.075000E+3	-1.074876E+0	-4.752100E-4	2.261897E+6	6.278024E+5	2.299152E+6	6.892754E+5	4.348900E-4	9.998780E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.983380E-1	2.997590E-1	7.900000E+1
3.057692E+0	2.656200E+2	-1.050000E+3	-1.049789E+0	-4.547100E-4	2.308700E+6	6.788019E+5	2.161804E+6	5.491998E+5	4.624000E-4	9.996180E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.086580E-1	2.539500E-1	8.000000E+1
3.096110E+0	2.656200E+2	-1.025000E+3	-1.025167E+0	-4.741200E-4	2.162252E+6	5.485869E+5	2.242937E+6	6.862019E+5	4.458600E-4	1.000036E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.600960E-1	3.059500E-1	8.100000E+1
3.134479E+0	2.656200E+2	-1.000000E+3	-1.000104E+0	-4.356600E-4	2.295607E+6	6.623789E+5	2.207944E+6	6.607966E+5	4.529200E-4	1.000022E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.885720E-1	2.992880E-1	8.200000E+1
