Current_A,Voltage_V
-2.338983050847458e-06,-5.597656
-2.2372881355932204e-06,-5.35427
-2.1355932203389833e-06,-5.12157
-2.033898305084746e-06,-4.865686
-1.9322033898305084e-06,-4.630098
-1.830508474576271e-06,-4.395385
-1.7288135593220343e-06,-4.147144
-1.6271186440677969e-06,-3.911654
-1.5254237288135594e-06,-3.674131
-1.423728813559322e-06,-3.424961
-1.3220338983050845e-06,-3.186641
-1.2203389830508479e-06,-2.949373
-1.1186440677966104e-06,-2.697416
-1.016949152542373e-06,-2.457901
-9.152542372881355e-07,-2.219261
-8.13559322033898e-07,-1.967844
-7.118644067796614e-07,-1.728584
-6.101694915254239e-07,-1.488296
-5.084745762711865e-07,-1.234691
-4.06779661016949e-07,-0.995199
-3.0508474576271154e-07,-0.754787
-2.0338983050847493e-07,-0.498627
-1.0169491525423746e-07,-0.251813
0.0,-0.004911
